Cluster,Sites_n,Mean_Baseline_WLC,Mean_MC_Mean_WLC,Mean_Abs_MC_Mean_Delta,Max_Abs_MC_Mean_Delta,Mean_MC_SD,Max_MC_SD,Mean_MC_CV_Pct,Max_MC_CV_Pct,Mean_Class_Stability_Pct,Minimum_Class_Stability_Pct,Sites_MC_Mean_Class_Changed
1,178,4.103820199020393,4.103227111911381,0.001404433711302381,0.0042602871467831704,0.06018061068751011,0.11241017210016215,1.5483587816553532,3.0108847086647,98.27191011235955,54.2,0
2,41,5.301781009128026,5.300117528173969,0.001861021700628989,0.003929278186856955,0.06610072142552359,0.09939342734814159,1.2937753063683148,2.404819773259221,96.40731707317073,61.6,0
3,31,5.14896068878334,5.147944921709499,0.0017859058661598157,0.0041120007751134224,0.060602070635626996,0.11087891830408317,1.2825321663054428,3.0926332445972853,94.6741935483871,58.4,0
