Cluster,Site_ID,Site,Excluded_Criteria,Baseline_Applicable_Weight_Sum,Baseline_WLC,Existing_WLC,Baseline_Check_Delta,Baseline_Class,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,MC_Mean_Delta_From_Baseline,MC_Abs_Mean_Delta_From_Baseline,MC_Mean_Class,MC_Mean_Class_Changed,Baseline_Class_Stability_Count,Baseline_Class_Stability_Pct,Count_Very_Low,Pct_Very_Low,Count_Low,Pct_Low,Count_Moderate,Pct_Moderate,Count_High,Pct_High,Count_Very_High,Pct_Very_High
1,SITE_0028,Anchialos Building,,1.0,1.5877119185851218,1.587711918585122,-2.220446049250313e-16,Very Low,1.5873261212372587,0.02651162132089619,1.6702063278736583,1.5209088152661574,1.6497350750662834,-0.00038579734786314823,0.00038579734786314823,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0029,Anchialos Christian Church,Soil Erosion,0.9119060157463934,1.9162150151263462,1.916215015126346,2.220446049250313e-16,Very Low,1.9171179437828758,0.028962357250436103,1.5107238104134217,1.8359173989312627,1.9939149224924844,0.0009029286565296335,0.0009029286565296335,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0030,Anchialos Church,Soil Erosion,0.9119060157463934,2.2883255028054443,2.288325502805443,1.3322676295501878e-15,Low,2.2886547048370995,0.028676206196919796,1.2529721559268983,2.2127868758076605,2.3621120307188437,0.0003292020316552069,0.0003292020316552069,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0031,Anchialos Fortification,Soil Erosion,0.9119060157463934,1.9162150151263462,1.916215015126346,2.220446049250313e-16,Very Low,1.9171179437828758,0.028962357250436103,1.5107238104134217,1.8359173989312627,1.9939149224924844,0.0009029286565296335,0.0009029286565296335,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0032,Anchialos Necropolis,Soil Erosion,0.9119060157463934,3.03254647816364,3.032546478163639,1.3322676295501878e-15,Low,3.0317282269455466,0.057068769706623265,1.8823840870499073,2.8931535797256087,3.1689375343931343,-0.0008182512180936463,0.0008182512180936463,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0033,Pomorie tomb,,1.0,2.351019744754995,2.351019744754995,0.0,Low,2.3514139817348805,0.02669421794743473,1.1352410998143192,2.284981226038658,2.4202807585815864,0.00039423697988549833,0.00039423697988549833,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0034,Begliktash,,1.0,2.7619516339104413,2.761951633910441,4.440892098500626e-16,Low,2.7625313351359044,0.04058646433966446,1.4691766143412013,2.64781140787522,2.86907030795951,0.0005797012254631362,0.0005797012254631362,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0035,Chengerska mound,,1.0,2.853491360721569,2.853491360721569,0.0,Low,2.852401956208164,0.05168080086799936,1.8118344350282647,2.715737896432201,2.987769451549629,-0.0010894045134048902,0.0010894045134048902,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0036,Mound Stamopolu,,1.0,2.853491360721569,2.853491360721569,0.0,Low,2.852401956208164,0.05168080086799936,1.8118344350282647,2.715737896432201,2.987769451549629,-0.0010894045134048902,0.0010894045134048902,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0037,Oriospotamo,Soil Erosion; Landslide,0.7880109830335105,1.7458169127575842,1.745816912757584,2.220446049250313e-16,Very Low,1.7459536368746045,0.03209259910650986,1.8381129045303954,1.6682592694107479,1.8224339502179692,0.00013672411702025933,0.00013672411702025933,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0038,Ranuli Fortress,,1.0,2.33108211486242,2.331082114862419,8.881784197001252e-16,Low,2.3339241000528532,0.04394497993524784,1.8828795646890435,2.2159763336829204,2.455611989467729,0.002841985190433327,0.002841985190433327,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0039,Thera Fortress foundation,Landslide,0.8761049672871172,1.6708236347580447,1.670823634758045,-2.220446049250313e-16,Very Low,1.6707817381314365,0.02951741428713689,1.7666828415391036,1.5997861026556242,1.738986467861179,-4.1896626608251e-05,4.1896626608251e-05,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0040,Rusokastro Fortress,,1.0,2.9187940334475417,2.918794033447541,8.881784197001252e-16,Low,2.9212502212901117,0.05940683822757295,2.033610054853059,2.754188663961947,3.0939378983404,0.002456187842569957,0.002456187842569957,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0041,Apollonia Pontica Cape Skamni,Soil Erosion; Landslide,0.7880109830335105,1.7458169127575842,1.745816912757584,2.220446049250313e-16,Very Low,1.7459536368746045,0.03209259910650986,1.8381129045303954,1.6682592694107479,1.8224339502179692,0.00013672411702025933,0.00013672411702025933,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0042,Apollonia Pontica Chapel,Soil Erosion,0.9119060157463934,2.831780773736956,2.831780773736956,0.0,Low,2.834580978563408,0.046637196056593576,1.6452941866642223,2.718295137310874,2.9457897830636712,0.0028002048264519352,0.0028002048264519352,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0043,Fortification of St. John Monastery,Soil Erosion; Landslide,0.7880109830335105,3.037663598436825,3.037663598436825,0.0,Low,3.0367755585617666,0.06610865631479822,2.176935866347253,2.8749327341280435,3.1966620426312686,-0.0008880398750585883,0.0008880398750585883,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0044,Island St. Kirik and St. Julita,Soil Erosion; Landslide,0.7880109830335105,1.7458169127575842,1.745816912757584,2.220446049250313e-16,Very Low,1.7459536368746045,0.03209259910650986,1.8381129045303954,1.6682592694107479,1.8224339502179692,0.00013672411702025933,0.00013672411702025933,Very Low,False,1000,100.0,1000,100.0,0,0.0,0,0.0,0,0.0,0,0.0
1,SITE_0045,Mesarite,,1.0,3.688401283809995,3.688401283809994,8.881784197001252e-16,Low,3.6888705560960187,0.0735873468090339,1.9948476285628294,3.5027159996693276,3.883438469488311,0.0004692722860237808,0.0004692722860237808,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0046,Monastery of St. John the Baptist,Soil Erosion; Landslide,0.7880109830335105,2.1764324746506647,2.176432474650664,8.881784197001252e-16,Low,2.1762276107703253,0.03231229295746328,1.4847846244366696,2.0858658953564992,2.2548152670033934,-0.00020486388033935654,0.00020486388033935654,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0047,Necropolis of Apollonia I,Soil Erosion,0.9119060157463934,3.3042741136293965,3.304274113629396,4.440892098500626e-16,Low,3.304691363808701,0.05984233630659949,1.8108298088578656,3.1479905270333868,3.46659212086044,0.0004172501793044958,0.0004172501793044958,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
1,SITE_0048,Necropolis of Apollonia II,Soil Erosion,0.9119060157463934,3.5760017490951523,3.576001749095151,1.3322676295501878e-15,Low,3.577654500671855,0.06616397257867104,1.8493673038088496,3.394419999304565,3.772123166458476,0.001652751576702638,0.001652751576702638,Low,False,1000,100.0,0,0.0,1000,100.0,0,0.0,0,0.0,0,0.0
