Site_ID,Cluster_3,Site,Region,Location,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,FWI,Final_FWI,FWI_MTH,FWI_dist_m,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,GI_Status,SUM_Changed_Num,WLC_RISK,RISK_CLASS
SITE_0140,1,Church of St. Dimitar,Pazardzhik,Patalenitsa,0,,0,,0,,0,,0,,1,Church,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,,392.6767883,8.0254869,0.9465937,0.2426876,5556.4492188,0.0000000,,0.839005624828902,Urban excl.,0.000000000000000,1.866666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,45.795916624847600,0.181736600000000,Metamorphic Complex,112,Discontinuous urban fabric,9,1,1,7,,3,Not significant,0.000000000000000,4.765242912718726,Moderate
SITE_0141,1,Peristera Fortress,Pazardzhik,Peshtera,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,493.6730652,7.5494399,0.2461618,0.2221642,12288.4814453,0.0000000,,0.839005624828902,Urban excl.,0.000000000000000,1.866666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,83.935625956650426,0.166116330000000,Acid Pyroclastic,242,Complex cultivation patterns,7,1,1,1,,1,Not significant,0.000000000000000,2.933462138981770,Low
SITE_0142,2,Kulata Gradot,Pazardzhik,Rakitovo,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,982.7648926,12.9323597,0.8016731,0.5242252,7352.4291992,0.0000000,0.1153831,0.109197943152078,Direct,0.000000000000000,0.900000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,74.993688418696237,0.181156300000000,Metamorphic Complex,313,Mixed forest,9,1,1,7,1,1,Not significant,0.000000000000000,5.695841482009687,Moderate
SITE_0143,2,The tower Kalinkata,Pazardzhik,Rakitovo,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,1162.8864746,4.5514708,0.6088536,0.0428884,12438.5517578,0.0000000,0.0675329,0.065350310420472,Direct,0.000000000000000,0.900000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,79.830164104976149,0.181156300000000,Metamorphic Complex,311,Broad-leaved forest,9,1,1,7,1,1,90% hot spot,0.000000000000000,5.695841482009687,Moderate
SITE_0144,2,Tatarsko Kale,Pazardzhik,Ravnogor,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,851.1260376,17.5422764,-0.9727844,-0.1132550,20877.4765625,0.0000000,0.2413069,0.216164801009564,Direct,2.000000000000000,3.900000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,99.723231574270528,0.119404400000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,3,1,1,7,1,1,Not significant,1.000000000000000,4.090775658639505,Moderate
SITE_0145,1,Emporion Pistiros,Pazardzhik,Septemvri,0,,0,,0,,1,Fortified settlement,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),252.9834747,1.9318336,0.9083597,0.2157017,0.0000000,0.2110000,1.1775060,0.778180171417557,Direct,3.000000000000000,3.100000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,116.476603292614129,0.204220070000000,"Alluvium, Eluvium",211,Non-irrigated arable land,9,9,1,1,3,1,90% hot spot,1.000000000000000,3.772108989487233,Low
SITE_0146,1,Zhaba Mogila,Pazardzhik,Strelcha,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),497.9923706,15.4716892,-0.1349411,0.4282576,10353.5195312,0.0000000,4.0750685,1.624340017214351,Direct,2.000000000000000,3.900000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,79.466029947718624,0.136035800000000,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,1,3,5,7,Not significant,0.000000000000000,3.793579216321116,Low
SITE_0147,2,Lyubnishko Kale,Pazardzhik,Tserovo,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,710.3942871,12.7841511,0.4930906,0.8216978,4264.2290039,0.0000000,0.0880548,0.084391540864192,Direct,0.000000000000000,2.600000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,75.339340423650825,0.201165170000000,,311,Broad-leaved forest,9,1,1,7,1,1,Not significant,0.000000000000000,5.695841482009687,Moderate
SITE_0148,1,Bona Mansio,Pazardzhik,Vetren,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),284.1749573,3.9694250,-0.6210750,0.7745507,1700.0000000,0.0000000,1.7037420,0.994636749518034,Direct,3.000000000000000,3.100000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,26.513955781051983,0.203525750000000,"Alluvium, Eluvium",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,1,1,3,1,90% hot spot,0.000000000000000,3.527035642847700,Low
SITE_0149,1,Tell Yunatsite,Pazardzhik,Yunatsite,0,,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (group),228.9598846,10.5568390,-0.4877374,0.8260215,844.4552002,0.0000000,2.0740628,1.123000082204009,Direct,11.000000000000000,12.133333333333333,Direct,-1.000000000000000,0.000000000000000,1,Direct,41.002107849801256,0.188361660000000,"Alluvium, Eluvium",211,Non-irrigated arable land,9,3,3,1,5,9,Not significant,0.000000000000000,5.709523035547494,Moderate
SITE_0150,2,Anevo Kale,Plovdiv,Anevo,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,937.7478027,22.8379230,-0.8820622,0.4674248,10325.4023438,0.0000000,0.2674354,0.236995490038939,Direct,0.000000000000000,0.633333333333333,Direct,-1.000000000000000,0.000000000000000,4,Direct,80.338853180814297,0.104434800000000,,311,Broad-leaved forest,3,1,1,7,1,1,99% cold spot,1.000000000000000,4.090775658639505,Moderate
SITE_0151,3,Asenova Fortress,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,384.7524414,21.8796673,-0.9530574,0.0511186,92.1694870,0.0000000,2.9319437,1.369133872328238,Direct,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,134.861132781658085,0.199589950000000,Metamorphic Complex,324,Transitional woodland-shrub,9,7,1,7,5,1,95% hot spot,0.000000000000000,6.190360555094185,High
SITE_0152,1,Bachkovo Monastery,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,1,Monastery,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Architectural-historical (single),407.4468079,4.2602158,0.2578139,-0.4255509,96.6228943,0.0000000,9.8778057,2.386724540006446,Direct,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,43.873066237333923,0.175628870000000,Metamorphic Complex,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,7,1,7,7,3,95% hot spot,0.000000000000000,4.558204659770847,Moderate
SITE_0153,1,Church of St. George Metokha,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,270.7515259,12.2240448,0.0158315,0.9333635,70.0000000,0.0000000,,0.839005624828902,Urban excl. ,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,3,Direct,91.760834969286691,0.199589950000000,Metamorphic Complex,112,Discontinuous urban fabric,9,7,1,5,,3,90% hot spot,0.000000000000000,4.695076629854867,Moderate
SITE_0154,3,Church of the Holy Virgin of Petrich,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,376.5298767,27.5915890,0.5747642,0.5435555,33.0352478,0.0000000,3.3298292,1.465528099204998,Direct,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,96.696544935315259,0.199589950000000,Metamorphic Complex,324,Transitional woodland-shrub,9,7,1,7,5,3,95% hot spot,0.000000000000000,6.319626890867180,High
SITE_0155,1,Stanimaka Fortress ruins,Plovdiv,Asenovgrad,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,247.1882019,8.7230215,-0.0187823,-0.1753836,158.1094971,0.0000000,,0.839005624828902,Urban excl.,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,2,Direct,75.907662875731774,0.199589950000000,Metamorphic Complex,112,Discontinuous urban fabric,9,5,1,3,,1,90% hot spot,12.000000000000000,3.984051389176047,Low
SITE_0156,2,Golyama Dragoyna,Plovdiv,Bukovo,0,,0,,1,Ritual site,1,Hillfort,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological (single),794.6953735,15.3968182,0.6880926,0.7085949,16635.7890625,0.0000000,0.0900022,0.086179750138446,Direct,24.000000000000000,19.633333333333333,Direct,-1.000000000000000,0.000000000000000,4,Direct,99.113458841133507,0.197065710000000,Intermediate Volcanic,311,Broad-leaved forest,9,1,5,7,1,7,99% hot spot,0.000000000000000,6.783614063250416,High
SITE_0157,2,Monastery of St. Cyril and St. Yulita,Plovdiv,Gorni Voden Asenovgrad,0,,0,,0,,0,,0,,0,,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,607.0906372,10.4929562,0.4344250,0.6734984,2303.9084473,0.0000000,0.3474495,0.298213576785910,Direct,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,3,Direct,98.729187922299673,0.199589950000000,Metamorphic Complex,311,Broad-leaved forest,9,1,1,5,1,3,90% hot spot,0.000000000000000,5.008252567365135,Moderate
SITE_0158,3,Diocletionopolis,Plovdiv,Hisarya,0,,0,,0,,0,,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,353.5990906,15.6555061,-0.7492697,-0.5563099,8703.9736328,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,67.775676379364796,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,1,99% cold spot,9.000000000000000,1.988378563954328,Very Low
SITE_0159,1,Hisarya Basilica 1,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,356.2121582,6.6973391,-0.9322408,0.2123621,8812.5244141,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,86.781644572504234,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,3,99% cold spot,0.000000000000000,2.661085247000278,Low
SITE_0160,1,Hisarya Basilica 3,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,353.9254456,3.8523288,-0.7322738,-0.6648316,8736.8466797,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,34.143408359272804,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",142,Sport and leisure facilities,5,1,1,1,,3,99% cold spot,0.000000000000000,2.661085247000278,Low
SITE_0161,1,Hisarya Basilica 8,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,366.6084900,6.5413308,-0.3454569,0.1463235,7966.2241211,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,41.118410122104592,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,3,99% cold spot,0.000000000000000,2.661085247000278,Low
SITE_0162,1,Hisarya Fortress walls,Plovdiv,Hisarya,0,,0,,0,,0,,1,Fort,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,354.2838135,4.4816999,-0.9678836,0.2005681,8785.9560547,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,115.018849305755538,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",142,Sport and leisure facilities,5,1,1,1,,1,99% cold spot,0.000000000000000,2.288974759321180,Low
SITE_0163,3,Hisarya Roman Baths,Plovdiv,Hisarya,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,354.4226685,15.0307055,-0.9545006,-0.1135881,8703.4189453,0.0000000,,0.839005624828902,Urban excl.,1.000000000000000,3.066666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,64.626378014798192,0.133302390000000,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,1,99% cold spot,9.000000000000000,1.988378563954328,Very Low
SITE_0164,3,Stone of Tsar Asen,Plovdiv,Krichim,0,,0,,0,,0,,0,,0,,0,,1,Infrastructure,Mortared stone masonry,1,Exposed,,,422.2906799,28.7759399,0.2332002,0.9678478,420.0000000,0.0000000,0.1293485,0.121640905973158,Direct,0.000000000000000,2.300000000000000,Direct,-1.000000000000000,0.000000000000000,3,Direct,87.844142584382553,0.171884790000000,Metamorphic Complex,311,Broad-leaved forest,7,5,1,5,1,1,Not significant,0.000000000000000,4.319626890867180,Moderate
SITE_0165,3,Monastery of Saints Cosmas and Damian,Plovdiv,Kuklen,0,,0,,0,,0,,0,,1,Church,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),567.7290039,25.7435112,-0.0350213,0.9942286,7626.5590820,0.0000000,2.0905144,1.128337556491358,Direct,0.000000000000000,5.433333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,100.407672836709551,0.196798060000000,Metamorphic Complex,324,Transitional woodland-shrub,9,1,1,7,5,3,90% hot spot,0.000000000000000,6.090610277624707,High
SITE_0166,1,Maltepe,Plovdiv,Manole,0,,0,,0,,0,,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,165.7185059,17.3778992,-0.6979412,0.2758981,400.0000000,0.0000000,0.9393055,0.662329911192593,Direct,17.000000000000000,16.199999999999999,Direct,-1.000000000000000,0.000000000000000,1,Direct,30.458894519678697,0.232560550000000,"Alluvium, Eluvium",211,Non-irrigated arable land,9,5,3,1,1,7,Not significant,0.000000000000000,5.079085642956056,Moderate
SITE_0167,1,Red Church,Plovdiv,Perushtitsa,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,233.8230896,5.6524558,-0.5139632,-0.8394372,3229.4360352,0.0000000,3.7078075,1.549222309397959,Direct,0.000000000000000,2.300000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,118.503814658502975,0.195312410000000,"Alluvium, Eluvium",211,Non-irrigated arable land,9,1,1,1,5,3,Not significant,5.000000000000000,4.042553403591808,Moderate
SITE_0168,3,Ancient Theatre of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),185.8686371,21.0251179,-0.9541317,-0.1667270,749.1641235,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,43.928662503246812,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,3.545834047346820,Low
SITE_0169,1,Domus Eirene,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Villa,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),166.0128784,6.6908512,-0.1176787,-0.8347784,932.6517944,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,88.301249073300710,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,4.934111395497506,Moderate
SITE_0170,1,East Gate Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),162.4703979,5.8578038,0.5259849,0.8123016,480.0000000,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,53.598306371376331,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,Not significant,0.000000000000000,5.001298513031472,Moderate
SITE_0171,1,Episcopal Great Basilica,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Archaeological (single),164.0225983,11.4283047,-0.6971523,-0.1913485,1008.9114380,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,68.553855000878556,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,1,5,1,,3,Not significant,0.000000000000000,5.239034765642638,Moderate
SITE_0172,1,Hellenistic buildings,Plovdiv,Plovdiv,0,,0,,0,,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Architectural-Historical Reserve,160.8951111,5.1856327,0.3800310,0.4400798,1288.7675781,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,47.451693537479102,0.209282900000000,"Alluvium, Eluvium",111,Continuous urban fabric,9,1,5,1,,7,Not significant,0.000000000000000,5.983255741000835,Moderate
SITE_0173,1,Hisarya Kapia,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,196.5274200,17.7698040,-0.7759383,0.5852768,399.3153076,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,81.045630506553522,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,Not significant,0.000000000000000,5.001298513031472,Moderate
SITE_0174,3,Inner Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,189.6713257,21.4228821,0.6009325,-0.7871600,260.0000000,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,111.831118567900489,0.217632930000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,Not significant,0.000000000000000,3.631400577741501,Low
SITE_0175,1,Minor Basilica,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Archaeological (single),160.4064636,5.4740663,-0.5437935,-0.2037906,593.4561768,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,97.295357300058981,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,3,Not significant,0.000000000000000,5.306221883176604,Moderate
SITE_0176,1,Nebet Tepe,Plovdiv,Plovdiv,0,,0,,0,,1,Fortified settlement,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),200.3493805,9.3294363,0.0590644,-0.9797843,279.9999390,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,90.386545039110700,0.217632930000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,Not significant,0.000000000000000,5.001298513031472,Moderate
SITE_0177,1,Outer Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,162.7107239,5.8578038,0.5259849,0.8123016,480.0000000,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,59.253467205291038,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,Not significant,0.000000000000000,5.001298513031472,Moderate
SITE_0178,1,Peristyle building and street intersection,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),166.3187866,5.4141645,-0.6073847,0.1977457,930.0006104,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,72.552316385279568,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,4.934111395497506,Moderate
SITE_0179,1,Philippopolis Roman Baths I,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),172.5276794,6.4245415,-0.8251342,-0.5266083,828.9501343,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,138.755372862827954,0.209282900000000,"Alluvium, Eluvium",111,Continuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,4.934111395497506,Moderate
SITE_0180,1,Remains of Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,160.3306885,2.1891103,-0.1513663,0.2802816,862.9000854,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,80.129518715812381,0.209282900000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,4.934111395497506,Moderate
SITE_0181,1,Roman Forum of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),162.8992310,9.1208954,0.3287487,-0.4687010,1170.6947021,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,125.185151204948994,0.209282900000000,"Alluvium, Eluvium",111,Continuous urban fabric,9,1,5,1,,1,Not significant,0.000000000000000,4.866924277963541,Moderate
SITE_0182,1,Roman Stadium of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),171.1182861,16.4925480,0.4250540,0.8809361,648.5560303,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,48.572999568627772,0.209282900000000,"Alluvium, Eluvium",111,Continuous urban fabric,9,3,5,1,,1,Not significant,0.000000000000000,4.934111395497506,Moderate
SITE_0183,1,Spas Bair hill,Plovdiv,Shishmantsi,0,,0,,0,,1,Rock sanctuary,1,Temple,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),174.5270996,1.7276745,-0.0321010,0.2169723,7454.4301758,0.0000000,2.1473808,1.146570624061489,Direct,17.000000000000000,16.199999999999999,Direct,-1.000000000000000,0.000000000000000,1,Direct,101.609863403864267,0.232560550000000,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,3,1,5,1,Not significant,0.000000000000000,4.290935529940037,Moderate
SITE_0184,2,Belintash,Plovdiv,Sini Vrah,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),1250.5479736,12.0332718,0.2655883,-0.2019291,13187.9423828,0.0000000,1.0942085,0.739175667629914,Direct,0.000000000000000,2.833333333333333,Direct,-1.000000000000000,0.000000000000000,5,Direct,120.637687345535213,0.157403780000000,Acid Pyroclastic,324,Transitional woodland-shrub,7,1,1,9,3,5,99% hot spot,0.000000000000000,6.417064608120605,High
SITE_0185,3,Chetinyova Mogila,Plovdiv,Starosel,0,,0,,0,,1,Hillfort,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological Reserve,514.1477051,23.5198345,-0.9751825,0.1534453,18233.6406250,0.0000000,5.0558953,1.801032232056077,Direct,0.000000000000000,0.966666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,71.546399663020665,0.131343510000000,"Orthogneiss, Granite-gneiss",231,Pastures,5,1,1,7,7,7,99% cold spot,0.000000000000000,5.683036880803251,Moderate
SITE_0186,1,Horizon mound,Plovdiv,Starosel,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,403.2260132,7.9851909,0.3201531,-0.1786285,18453.7558594,0.0000000,0.9374086,0.661351289634993,Direct,0.000000000000000,0.966666666666667,Direct,-1.000000000000000,0.000000000000000,1,Direct,75.052784588895321,0.131343510000000,"Orthogneiss, Granite-gneiss",222,Fruit trees and berry plantations,5,1,1,1,1,7,99% cold spot,0.000000000000000,3.193413213880925,Low
SITE_0187,1,Royal tomb,Plovdiv,Starosel,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,501.0434875,2.6912434,-0.2911302,-0.0970042,18326.7304688,0.0000000,7.9021072,2.186288017113951,Direct,0.000000000000000,0.966666666666667,Direct,-1.000000000000000,0.000000000000000,4,Direct,110.125908627109411,0.131343510000000,"Orthogneiss, Granite-gneiss",231,Pastures,5,1,1,7,7,7,99% cold spot,0.000000000000000,4.465347315679862,Moderate
SITE_0188,1,Church of St. Nicholas,Plovdiv,Taksim Tepe,0,,0,,0,,0,,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),164.1219482,3.1744463,-0.4473212,-0.4364849,626.9967651,0.0000000,,0.839005624828902,Urban excl.,16.000000000000000,19.800000000000001,Direct,-1.000000000000000,0.000000000000000,1,Direct,77.818757100273515,0.202761350000000,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,3,Not significant,0.000000000000000,5.306221883176604,Moderate
