Site_ID,Cluster_3,Site,Region,Location,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,FWI,Final_FWI,FWI_MTH,FWI_dist_m,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,GI_Status,SUM_Changed_Num,WLC_RISK,RISK_CLASS
SITE_0042,1,Apollonia Pontica Chapel,Burgas,Sozopol,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-Historical Reserve,6.4784570,7.0765657,0.5035050,0.5791810,12245.8408203,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,18149.440142077462951,18149.440142077462951,4,Near≤400m,119.393850107528309,0.079625820000000,Intermediate Volcanic,112,Discontinuous urban fabric,1,1,3,7,,3,99% cold spot,0.000000000000000,2.831780773736956,Low
SITE_0043,1,Fortification of St. John Monastery,Burgas,Sozopol,0,,0,,0,,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,,0.0000000,2.8802903,-0.5803751,-0.0469585,10638.1386719,0.0000000,,0.839005624828902,Coastal excl.,13.882352941176471,12.600000000000000,Nearest valid cell,17257.617198613555956,17257.617198613555956,,NoData>400m,1795.137032033332389,0.079625820000000,,523,Sea and ocean,1,1,3,,,7,99% cold spot,0.000000000000000,3.037663598436825,Low
SITE_0044,1,Island St. Kirik and St. Julita,Burgas,Sozopol,0,,0,,0,,1,Fortified settlement,1,Town,1,Fortified town,0,,1,Fortified settlement,Mortared stone masonry,1,Exposed,,Architectural-historical reserve,16.2317543,9.5832615,-0.7929001,0.2491831,12958.1103516,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,17668.566195105420775,17668.566195105420775,,NoData>400m,564.815388174276336,0.079625820000000,,123,Port areas,1,1,3,,,1,99% cold spot,0.000000000000000,1.745816912757584,Very Low
SITE_0045,1,Mesarite,Burgas,Sozopol,0,,0,,0,,1,Settlement,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,,69.2845078,6.6524372,-0.2873046,-0.9563873,10999.4375000,0.0000000,0.0111733,0.011111311677886,Direct,13.882352941176471,12.600000000000000,Nearest valid cell,18401.935854266692331,18401.935854266692331,4,Direct,48.242175126237335,0.079625820000000,Intermediate Volcanic,242,Complex cultivation patterns,1,1,3,7,1,9,99% cold spot,0.000000000000000,3.688401283809994,Low
SITE_0046,1,Monastery of St. John the Baptist,Burgas,Sozopol,0,,0,,0,,0,,0,,1,Monastery,1,Monastery,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve (group),0.0000000,0.0000000,0.0000000,0.0000000,10638.1386719,0.0000000,,0.839005624828902,Coastal excl.,13.882352941176471,12.600000000000000,Nearest valid cell,17278.465954608600441,17278.465954608600441,,NoData>400m,1755.599660764426744,0.079625820000000,,523,Sea and ocean,1,1,3,,,3,99% cold spot,0.000000000000000,2.176432474650664,Low
SITE_0047,1,Necropolis of Apollonia I,Burgas,Sozopol,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Architectural-Historical Reserve,28.9888935,4.8724737,-0.9694408,-0.1071146,12972.2431641,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,20396.525996710610343,20396.525996710610343,3,Direct,24.643825451571111,0.079625820000000,Intermediate Volcanic,142,Sport and leisure facilities,1,1,3,5,,7,99% cold spot,0.000000000000000,3.304274113629396,Low
SITE_0048,1,Necropolis of Apollonia II,Burgas,Sozopol,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Architectural-Historical Reserve,7.8929152,8.5340519,0.9231299,-0.0583080,12628.9169922,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,19776.452126597363531,19776.452126597363531,4,Direct,23.039382731463540,0.079625820000000,Intermediate Volcanic,523,Sea and ocean,1,1,3,7,,7,99% cold spot,0.000000000000000,3.576001749095151,Low
SITE_0049,1,Necropolis of Apollonia III,Burgas,Sozopol,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Architectural-Historical Reserve,31.0405540,2.3458562,0.2277183,-0.3902630,14377.6142578,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,21234.987343795215565,21234.987343795215565,4,Direct,108.288127883587762,0.079625820000000,Intermediate Volcanic,142,Sport and leisure facilities,1,1,3,7,,7,99% cold spot,0.000000000000000,3.576001749095151,Low
SITE_0050,1,Sozopolis Southern Complex,Burgas,Sozopol,0,,0,,0,,1,Sanctuary,0,,1,Fortified settlement,1,Church,0,,Mortared mixed masonry (stone + brick),1,Exposed,,,18.8461113,10.4269285,-0.8539056,-0.3798859,12672.3623047,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,18248.726652352797828,18248.726652352797828,,NoData>400m,487.948873523364568,0.079625820000000,Intermediate Volcanic,112,Discontinuous urban fabric,1,1,3,,,3,99% cold spot,0.000000000000000,2.176432474650664,Low
SITE_0051,1,Sozopolis Southern Fortification,Burgas,Sozopol,0,,0,,0,,1,Sanctuary,0,,1,Fortified settlement,0,,0,,Mortared stone masonry,1,Exposed,,,14.2338676,17.8800716,-0.3376229,0.8780800,12494.4882812,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,18197.642345490519801,18197.642345490519801,4,Near≤400m,318.037763804912288,0.079625820000000,Intermediate Volcanic,112,Discontinuous urban fabric,1,1,3,7,,1,99% cold spot,0.000000000000000,2.459670286057857,Low
SITE_0052,1,St. Marina Oikos,Burgas,Sozopol,0,,0,,0,,1,Settlement,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,,56.1519051,5.9586177,-0.8313720,-0.5257089,10533.7841797,0.0000000,0.0352615,0.034654059612021,Direct,13.882352941176471,12.600000000000000,Nearest valid cell,18091.024866112995369,18091.024866112995369,3,Direct,66.961259985302902,0.079625820000000,Intermediate Volcanic,313,Mixed forest,1,1,3,5,1,9,99% cold spot,0.000000000000000,3.440611218384228,Low
SITE_0053,1,Via sacra,Burgas,Sozopol,0,,0,,0,,1,Infrastructure,1,Infrastructure,1,Infrastructure,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,3.6378121,5.6428313,0.9579346,0.0960954,12284.4335938,0.0000000,,0.839005624828902,Urban excl.,13.882352941176471,12.600000000000000,Nearest valid cell,19291.886596328877204,19291.886596328877204,3,Direct,59.069281952073950,0.079625820000000,Intermediate Volcanic,142,Sport and leisure facilities,1,1,3,5,,1,99% cold spot,0.000000000000000,2.187942650592102,Low
SITE_0054,1,Aquae Calidae,Burgas,Vetren,0,,0,,1,Ritual site,1,Infrastructure,1,Infrastructure,1,Infrastructure,1,Infrastructure,1,Infrastructure,Mortared stone masonry,1,Exposed,,Archaeological (group),35.8460426,8.6296129,-0.3730996,0.4414536,10396.0449219,0.0000000,,0.839005624828902,Urban excl.,18.000000000000000,12.600000000000000,Direct,-1.000000000000000,0.000000000000000,3,Direct,62.063060046731238,0.101311676000000,Undifferentiated Sediment,242,Complex cultivation patterns,3,1,3,5,,1,99% cold spot,0.000000000000000,2.832430030252691,Low
SITE_0055,1,Alexandrovo Tomb,Haskovo,Alexandrovo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List; European Heritage Label,Archaeological (single),253.4594879,16.6685600,-0.5052165,0.7563623,3545.5539551,0.0000000,0.9222308,0.653486376245579,Direct,40.000000000000000,40.133333333333333,Direct,-1.000000000000000,0.000000000000000,1,Direct,91.874163544808980,0.177196680000000,"Granitoid, Granite, Leucogranite, Granodiorite",321,Natural grasslands,7,1,9,1,1,7,99% hot spot,0.000000000000000,6.131972806806535,High
SITE_0056,1,Asara Shrine and Fortress,Haskovo,Angel Voivoda,0,,0,,1,Enclosure,1,Hillfort,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),609.1294556,7.7953629,-0.4381573,0.5029089,15179.2880859,0.0000000,1.1446577,0.762979973706822,Direct,1.000000000000000,12.400000000000000,Direct,-1.000000000000000,0.000000000000000,4,Direct,34.996988034479038,0.157623780000000,Acid Pyroclastic,324,Transitional woodland-shrub,7,1,3,7,3,1,95% hot spot,0.000000000000000,4.270405839124999,Moderate
SITE_0057,1,Dolmen Slavova Koriya,Haskovo,Balgarska Polyana,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,494.8465576,7.9523292,0.0149238,-0.9919952,17754.1718750,0.0000000,2.8422718,1.346063807499805,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,32.820486423080439,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",231,Pastures,7,1,7,1,5,5,95% hot spot,0.000000000000000,5.557307032998946,Moderate
SITE_0058,1,Dolmen Gaidarov dolap,Haskovo,Bulgarska Polyana,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,361.4946899,8.0193539,-0.5202936,-0.8517560,18049.3066406,0.0000000,2.6802318,1.302975741940445,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,2,Direct,99.479119468138293,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",231,Pastures,7,1,7,3,5,5,95% hot spot,0.000000000000000,5.805097098424712,Moderate
SITE_0059,2,Deaf Stones,Haskovo,Dabovets,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),575.1912842,22.2825794,-0.9802283,-0.0444999,6561.7167969,0.0000000,0.0599071,0.058181260291915,Direct,39.000000000000000,44.266666666666666,Direct,-1.000000000000000,0.000000000000000,5,Direct,91.771265591266271,0.159333910000000,Conglomerate,311,Broad-leaved forest,7,1,9,9,1,5,99% hot spot,0.000000000000000,7.530966644429848,High
SITE_0060,1,Cromlech,Haskovo,Dolen Glavanak,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),303.9385071,3.3738267,0.9311238,0.0038588,2824.8676758,0.0000000,0.6774058,0.517248418148008,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,3,Direct,60.442530327938783,0.151082470000000,Intermediate Volcanic,324,Transitional woodland-shrub,7,1,9,5,1,5,99% hot spot,0.000000000000000,6.288223145421173,High
SITE_0061,1,Mound Dolno Botevo,Haskovo,Dolno Botevo,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),260.0876465,9.8256140,0.3433340,0.4241433,12494.9121094,0.0000000,4.7267632,1.745150493015329,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,2,Direct,85.463120392347420,0.165976930000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,7,99% hot spot,0.000000000000000,6.732138809246726,High
SITE_0062,1,Kovan Kaya,Haskovo,Dolno Cherkovishte,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,188.5279694,15.8669004,-0.4867322,0.8671844,113.6660919,0.0000000,0.5375645,0.430199681488092,Direct,26.000000000000000,40.600000000000001,Direct,-1.000000000000000,0.000000000000000,2,Direct,86.663303949687233,0.128529920000000,Undifferentiated Sediment,324,Transitional woodland-shrub,3,5,9,3,1,5,95% hot spot,0.000000000000000,4.987545916144930,Moderate
SITE_0063,3,Kovan Kaya niches I,Haskovo,Dolno Cherkovishte,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),212.9161530,33.7590523,-0.2316080,0.9665143,549.1518555,0.0000000,0.1023812,0.097472567066443,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,4,Direct,70.868750813994865,0.128529920000000,"Alluvium, Eluvium",311,Broad-leaved forest,3,3,9,7,1,5,95% hot spot,0.000000000000000,5.404898306466009,Moderate
SITE_0064,1,Gledka mound I,Haskovo,Gledka,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,330.0117188,7.0410762,0.4607843,0.2150454,13377.4609375,0.0000000,3.0650311,1.402421381749379,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,2,Direct,86.980296823014513,0.165976930000000,Undifferentiated Sediment,221,Vineyards,7,1,9,3,5,7,99% hot spot,0.000000000000000,6.732138809246726,High
SITE_0065,1,Gledka mound II,Haskovo,Gledka,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,333.2097473,8.9140816,0.3430497,-0.1553802,13312.6259766,0.0000000,2.5157375,1.257249327881065,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,2,Direct,61.643890015139846,0.165976930000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,7,99% hot spot,0.000000000000000,6.732138809246726,High
SITE_0066,2,Furnadzhika,Haskovo,Gorno Pole,1,Rock sanctuary,0,,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,386.8315735,9.6738024,-0.8293493,-0.4861259,1871.7531738,0.0000000,0.2612497,0.232103024257989,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,3,Direct,57.662614980641102,0.155514120000000,Intermediate Volcanic,324,Transitional woodland-shrub,7,1,9,5,1,5,99% hot spot,0.000000000000000,5.827130832752441,Moderate
SITE_0067,1,Dolmen Gorno Voyvodino,Haskovo,Gorno Voyvodino,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,364.7972412,7.0202980,-0.1567960,-0.5245854,12402.9628906,0.0000000,2.5486150,1.266557380540614,Direct,31.000000000000000,38.866666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,106.765864377573806,0.164099890000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,5,99% hot spot,0.000000000000000,6.392809017009833,High
SITE_0068,1,Dolmen Nachovi chairi,Haskovo,Hlyabovo,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,351.6847534,11.0134068,-0.8022884,0.5861049,18994.1914062,0.0000000,2.9326196,1.369305761511129,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,50.245809758158103,0.147071420000000,"Granitoid, Granite, Leucogranite, Granodiorite",242,Complex cultivation patterns,5,1,7,1,5,5,95% hot spot,0.000000000000000,4.969595114413824,Moderate
SITE_0069,1,Rodostitsa Fortress,Haskovo,Huhla,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,122.4367676,4.5104427,-0.1441813,0.9325001,257.6903992,0.0000000,0.0288311,0.028423267317606,Direct,62.000000000000000,65.700000000000003,Direct,-1.000000000000000,0.000000000000000,3,Direct,29.727195900952509,0.159611960000000,Undifferentiated Sediment,311,Broad-leaved forest,7,5,9,5,1,1,99% hot spot,0.000000000000000,5.732100234267152,Moderate
SITE_0070,1,Villa Armira,Haskovo,Ivaylovgrad,0,,0,,0,,0,,1,Villa,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,191.6432800,4.7564521,-0.8629687,-0.4780684,6882.8134766,0.0000000,0.8842390,0.633524003758113,Direct,28.000000000000000,39.466666666666669,Direct,-1.000000000000000,0.000000000000000,2,Direct,49.661189405480847,0.137795460000000,Metamorphic Complex,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",5,1,9,3,1,1,95% hot spot,0.000000000000000,4.774061576936497,Moderate
SITE_0071,1,Castra Rubra,Haskovo,Izvorovo,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological complex (group),203.3518829,5.7245350,-0.5176191,0.0190277,6271.0981445,0.0000000,1.9070262,1.067130624523575,Direct,29.000000000000000,36.299999999999997,Direct,-1.000000000000000,0.000000000000000,1,Direct,91.702961346448831,0.168493140000000,"Orthogneiss, Granite-gneiss",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,1,95% hot spot,0.000000000000000,5.290171398603068,Moderate
SITE_0072,1,Kapitan Petko Voyvoda mound I,Haskovo,Kapitan Petko Voyvoda,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,225.9715881,11.6977262,-0.0204350,-0.3810095,4221.0830078,0.0000000,2.2498748,1.178616481829502,Direct,29.000000000000000,35.566666666666670,Direct,-1.000000000000000,0.000000000000000,2,Direct,48.016879161408291,0.141241040000000,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,9,3,5,7,Not significant,0.000000000000000,6.144426890661604,High
SITE_0073,1,Sanctuary of Nymphs and Aphrodite,Haskovo,Kasnakovo,0,,0,,0,,0,,1,Temple,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,151.3741913,7.3530731,0.9648067,-0.0117116,6490.0000000,0.0000000,5.8152308,1.919159937855078,Direct,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,2,Direct,73.727721860652522,0.189118240000000,Metamorphic Complex,242,Complex cultivation patterns,9,1,9,3,7,1,99% hot spot,0.000000000000000,6.478049319628381,High
SITE_0074,1,Fortress Klokotnitsa,Haskovo,Klokotnitsa,0,,0,,0,,0,,0,,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,204.8811340,14.5884895,-0.8922704,0.3659257,9990.4658203,0.0000000,0.1193040,0.112707098040438,Direct,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,59.561891440726008,0.189118240000000,Undifferentiated Sediment,311,Broad-leaved forest,9,1,9,1,1,1,99% hot spot,0.000000000000000,5.701695348680976,Moderate
SITE_0075,1,Fortified ruling house,Haskovo,Knyazhevo,0,,0,,0,,0,,0,,1,Villa,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),122.2302628,6.4119358,-0.9885956,-0.0398727,55.9016762,0.0000000,0.7596319,0.565104657509952,Direct,29.000000000000000,35.566666666666670,Direct,-1.000000000000000,0.000000000000000,1,Direct,22.556187509434476,0.135484500000000,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",5,7,9,1,1,1,Not significant,0.000000000000000,4.710076521490381,Moderate
SITE_0076,2,Dolmen Mangura,Haskovo,Kostur,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),715.2592163,6.3261509,-0.1242612,-0.7171779,15084.5878906,0.0000000,0.0334235,0.032877107852744,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,92.584878511095013,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,Not significant,0.000000000000000,5.529738028923304,Moderate
SITE_0077,2,Dolmen Starite Loza,Haskovo,Kostur,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),712.5239258,6.4985738,0.0852652,-0.9540344,15258.5302734,0.0000000,0.0765917,0.073800252554968,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,71.857714234230997,0.159479190000000,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,Not significant,0.000000000000000,5.529738028923304,Moderate
SITE_0078,3,Hambar Kaya II,Haskovo,Madzharovo,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,370.6697083,41.2525711,-0.8764310,-0.4552669,445.1969604,0.0000000,0.1610947,0.149363262981069,Direct,35.000000000000000,44.200000000000003,Direct,-1.000000000000000,0.000000000000000,4,Direct,58.112794921868755,0.151082470000000,Intermediate Volcanic,311,Broad-leaved forest,7,5,9,7,1,5,99% hot spot,0.000000000000000,6.363027094991579,High
SITE_0079,2,Deaf Stones Church,Haskovo,Malko Gradishte,0,,0,,0,,0,,0,,1,Basilica,0,,1,Basilica,Mortared mixed masonry (stone + brick),1,Exposed,,,576.9488525,18.7902107,-0.9309188,-0.3462180,6570.4477539,0.0000000,0.0599071,0.058181260291915,Direct,39.000000000000000,44.266666666666666,Direct,-1.000000000000000,0.000000000000000,4,Direct,126.295883317348071,0.159333910000000,Conglomerate,311,Broad-leaved forest,7,1,9,7,1,3,99% hot spot,0.000000000000000,6.514719747396993,High
SITE_0080,1,Bukelon Fortress,Haskovo,Matochina,0,,0,,0,,0,,1,Fort,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,195.2278442,7.9417543,-0.6646004,0.4719035,1133.3325195,0.0000000,2.2016790,1.163675356993543,Direct,50.000000000000000,68.733333333333334,Direct,-1.000000000000000,0.000000000000000,4,Direct,74.500169083769123,0.141471340000000,"Orthogneiss, Granite-gneiss",321,Natural grasslands,5,1,9,7,5,1,90% hot spot,0.000000000000000,5.622017644802455,Moderate
SITE_0081,1,Matochina Rock Church,Haskovo,Matochina,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,178.9494171,10.1579552,-0.2260850,-0.8956918,2666.4497070,0.0000000,0.7077656,0.535185872150929,Direct,50.000000000000000,68.733333333333334,Direct,-1.000000000000000,0.000000000000000,3,Direct,42.844425136988022,0.160055300000000,Undifferentiated Sediment,321,Natural grasslands,7,1,9,5,1,3,Not significant,3.000000000000000,5.948893353184279,Moderate
SITE_0082,1,Merichleri mound I,Haskovo,Merichleri,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,213.5553589,14.6038361,-0.8718864,-0.3911405,2010.6583252,0.0000000,,0.839005624828902,Other excl.,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,103.426427538314186,0.196850780000000,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,9,1,,7,99% hot spot,0.000000000000000,7.272230500322014,High
SITE_0083,1,Merichleri mound II,Haskovo,Merichleri,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,208.9910431,2.1689136,-0.2896494,-0.7987366,2085.5698242,0.0000000,,0.839005624828902,Other excl.,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,115.485063779563674,0.196850780000000,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,9,1,,7,99% hot spot,0.000000000000000,7.272230500322014,High
SITE_0084,1,Merichleri mound III,Haskovo,Merichleri,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,209.5090332,0.8626359,0.3931982,-0.5575715,2180.4399414,0.0000000,,0.839005624828902,Other excl.,39.000000000000000,37.000000000000000,Direct,-1.000000000000000,0.000000000000000,1,Direct,113.325990046229293,0.196850780000000,Undifferentiated Sediment,221,Vineyards,9,1,9,1,,7,99% hot spot,0.000000000000000,7.272230500322014,High
SITE_0085,1,Mezek Tumulus,Haskovo,Mezek,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Architectural-construction,190.0003815,7.0270429,-0.0205874,0.3090912,5666.3789062,0.0000000,1.1649182,0.772382570569669,Direct,39.000000000000000,44.266666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,48.446471274141928,0.163173780000000,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,7,99% hot spot,0.000000000000000,6.308160775313748,High
SITE_0086,1,Neutzikon Fortress,Haskovo,Mezek,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,222.9851379,4.6248932,0.6620747,0.5882967,6515.4956055,0.0000000,0.0263782,0.026036337837442,Direct,39.000000000000000,44.266666666666666,Direct,-1.000000000000000,0.000000000000000,3,Direct,82.212619458765005,0.163173780000000,Undifferentiated Sediment,311,Broad-leaved forest,7,1,9,5,1,1,99% hot spot,0.000000000000000,5.609563560947386,Moderate
SITE_0087,3,Mihalich Rock Church,Haskovo,Mihalich,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,343.9349365,16.6190605,-0.7026786,-0.7091236,11268.8164062,0.0000000,6.9118404,2.068360427135605,Direct,50.000000000000000,68.733333333333334,Direct,-1.000000000000000,0.000000000000000,2,Direct,116.117168653937199,0.162332980000000,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,3,7,3,95% hot spot,0.000000000000000,4.883870291750426,Moderate
SITE_0088,1,Dolmen Bayamluka,Haskovo,Mladinovo,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,366.6930237,3.6197970,-0.3848647,0.9221109,12350.1220703,0.0000000,0.3825909,0.323959216977480,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,92.932935098804336,0.165884120000000,Metamorphic Complex,324,Transitional woodland-shrub,7,1,7,1,1,5,95% hot spot,0.000000000000000,5.204931095984520,Moderate
SITE_0089,1,Orlovo Town,Haskovo,Orlovo,0,,0,,0,,0,,0,,0,,1,Village,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),206.6889191,0.8449270,-0.7752964,0.2796255,14292.6523438,0.0000000,0.1957655,0.178786599524578,Direct,31.000000000000000,38.866666666666667,Direct,-1.000000000000000,0.000000000000000,2,Direct,106.803642301824723,0.161073500000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,1,1,99% hot spot,0.000000000000000,5.361773495521620,Moderate
SITE_0090,1,Dolmen Kapakliyka II,Haskovo,Oryahovo,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,258.7383728,3.2387276,0.3933714,-0.9036388,8556.9951172,0.0000000,1.5284289,0.927598126514550,Direct,25.000000000000000,30.066666666666666,Direct,-1.000000000000000,0.000000000000000,1,Direct,116.367462514562334,0.165884120000000,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,7,1,3,5,95% hot spot,0.000000000000000,5.381119064491734,Moderate
